text,category
Special Covenant: The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
Clause 31: Partial prepayment is permitted up to 25% of the outstanding balance once in a financial year without any prepayment penalty.,Prepayment
General Obligation: The Borrower may request an adjustment of the remaining 300 months tenure subject to Bank loan servicing policies.,Loan Tenure
Important Stipulation: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
Important Stipulation: The borrower shall pay foreclosure fees equivalent to 3.0% of the remaining unpaid principal at the date of payoff.,Foreclosure
"Mandatory Condition: Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
Special Covenant: Overdue monthly balances shall attract late payment charges at the rate of 36.0% per month until the default is fully cured.,Late Fee
Foreclosure of fixed-rate loans within the initial 12 months shall incur an exit penalty of 3.0% plus applicable statutory taxes.,Foreclosure
Important Stipulation: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
"Special Covenant: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
"Important Stipulation: The initial EMI amount shall be Rs. 85,000 per month, subject to adjustment if the interest rate benchmark changes.",EMI
Important Stipulation: The Lender reserves the sole right to revise the interest rate spread by up to 2.25% in the event of any credit rating downgrade.,Interest Rate
General Obligation: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
"Section 41.4: The agreed repayment period is 84 calendar months, concluding on the formal maturity date.",Loan Tenure
"Terms and Conditions: Any representation or warranty proving to be false or misleading will incur an immediate breach penalty of Rs. 10,000.",Penalty
Mandatory Condition: Early closure and foreclosure of this commercial loan facility will attract a foreclosure compensation levy of 2.0%.,Foreclosure
"Pre-EMI interest shall be paid every month until the regular equated monthly installment of Rs. 42,800 commences.",EMI
"The equated monthly installment (EMI) payable by the Borrower is fixed at INR 4,500 due on the 1th of every calendar month.",EMI
Clause 20: Overdue monthly balances shall attract late payment charges at the rate of 3.0% per month until the default is fully cured.,Late Fee
"Repayment shall be made by way of Equated Monthly Installments of INR 68,200 commencing from the month immediately following disbursement.",EMI
"Mandatory Condition: The applicant must demonstrate a verified minimum net monthly salary of Rs. 50,000 to qualify for this credit facility.",Eligibility
"Important Stipulation: The initial EMI amount shall be Rs. 55,000 per month, subject to adjustment if the interest rate benchmark changes.",EMI
"General Obligation: A non-refundable administrative processing fee of 2.0% of the sanctioned loan amount, subject to a minimum of Rs. 5,000, is payable.",Processing Fee
"Clause 3: The applicant must demonstrate a verified minimum net monthly salary of Rs. 35,000 to qualify for this credit facility.",Eligibility
Terms and Conditions: A reduction in the borrower's credit score below 780 grants the Lender the right to demand additional collateral security.,Credit Score
"General Obligation: The equated monthly installment (EMI) payable by the Borrower is fixed at INR 22,500 due on the 28th of every calendar month.",EMI
"Special Covenant: Failure to maintain sufficient funds for the monthly installment of INR 12,400 will trigger immediate electronic presentation dishonor.",EMI
Clause 8: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
Important Stipulation: The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
"The equated monthly installment (EMI) payable by the Borrower is fixed at INR 68,200 due on the 25th of every calendar month.",EMI
Overdue monthly balances shall attract late payment charges at the rate of 28.0% per month until the default is fully cured.,Late Fee
Terms and Conditions: Any partial prepayment made within the lock-in period of 24 months shall attract a prepayment fee of 2.0%.,Prepayment
Section 1.7: Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 3.0% compounded monthly.,Late Fee
Terms and Conditions: A loan evaluation and administrative processing fee amounting to 2.5% will be deducted directly from the initial disbursement.,Processing Fee
"Section 37.7: The applicant must demonstrate a verified minimum net monthly salary of Rs. 25,000 to qualify for this credit facility.",Eligibility
General Obligation: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
"Special Covenant: Prepayment shall only be accepted in multiples of Rs. 10,000 and will be adjusted first towards overdue charges and then principal.",Prepayment
General Obligation: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
"General Obligation: A minimum threshold of INR 1,00,000 is required for making any advance prepayment against outstanding principal.",Prepayment
"Legal verification fee of INR 2,500 and technical valuation fees of INR 2,500 shall be recovered separately.",Hidden Charges
Special Covenant: Differential interest rate of 9.10% shall be levied during the construction period until final disbursement.,Interest Rate
"Terms and Conditions: A statement of account fee of Rs. 2,500 and interest certificate generation fee of Rs. 450 shall be levied.",Hidden Charges
Special Covenant: A loan evaluation and administrative processing fee amounting to 3.0% will be deducted directly from the initial disbursement.,Processing Fee
General Obligation: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
"Special Covenant: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
Borrower Undertaking: A penal interest rate of 3.0% per annum shall be charged on all overdue EMI payments for the exact period of delay.,Late Fee
Special Covenant: Any default exceeding 30 days delinquency will be reported to credit bureaus and may severely impair the borrower's credit rating.,Credit Score
General Obligation: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
Borrower Undertaking: A ECS mandate bounce charge of INR 450 shall be automatically levied upon each debit rejection by the clearing house.,Penalty
Mandatory Condition: An origination fee of 2.0% of the total credit limit shall be charged upon issuance of the formal loan sanction letter.,Processing Fee
General Obligation: Foreclosure of fixed-rate loans within the initial 12 months shall incur an exit penalty of 2.0% plus applicable statutory taxes.,Foreclosure
Section 7.1: The Borrower shall inform the Bank in writing within 14 calendar days of any change in residential address or employment.,Other
Clause 42: The Borrower agrees to pay interest on the loan facility at a floating rate of 10.75% per annum linked to the Bank's 1-year MCLR.,Interest Rate
"Pre-EMI interest shall be paid every month until the regular equated monthly installment of Rs. 4,500 commences.",EMI
Important Stipulation: The loan agreement remains legally binding for a term of 36 months or until all outstanding obligations are cleared.,Loan Tenure
Borrower Undertaking: The Borrower's credit score must be at least 700 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
"Borrower Undertaking: The equated monthly installment (EMI) payable by the Borrower is fixed at INR 85,000 due on the 20th of every calendar month.",EMI
Special Covenant: A pre-closure penalty of 5.0% will be debited to the settlement statement if closed using third-party balance transfer funds.,Foreclosure
Section 36.4: A reduction in the borrower's credit score below 750 grants the Lender the right to demand additional collateral security.,Credit Score
Clause 44: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
Terms and Conditions: Late fee calculation begins automatically at 00:01 AM on the day following the missed monthly payment deadline.,Late Fee
Mandatory Condition: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
"Special Covenant: The Borrower shall pay an upfront loan processing charge of INR 1,500 plus applicable Goods and Services Tax (GST).",Processing Fee
Clause 21: Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
Mandatory Condition: The provisions of this agreement are severable; invalidity of any clause shall not impair the validity of remaining clauses.,Other
Important Stipulation: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
Mandatory Condition: Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 28.0% compounded monthly.,Late Fee
"General Obligation: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
Clause 13: The Borrower may request an adjustment of the remaining 48 months tenure subject to Bank loan servicing policies.,Loan Tenure
"Property mortgaged under this loan facility must be insured against fire, earthquake, and natural calamities with the Bank as sole loss payee.",Insurance
General Obligation: A ECS mandate bounce charge of INR 450 shall be automatically levied upon each debit rejection by the clearing house.,Penalty
"Mandatory Condition: The Borrower confirms that the monthly EMI commitment of Rs. 28,450 does not exceed 50% of verified net monthly disposable income.",EMI
Terms and Conditions: The loan agreement remains legally binding for a term of 60 months or until all outstanding obligations are cleared.,Loan Tenure
"Special Covenant: Pre-EMI interest shall be paid every month until the regular equated monthly installment of Rs. 55,000 commences.",EMI
Section 3.3: The Borrower's credit score must be at least 700 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
"Terms and Conditions: In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 3.0%.",Penalty
"Section 33.8: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
Borrower Undertaking: A physical ECS/NACH mandate registration swap fee of Rs. 150 shall be charged for changing the repayment bank account.,Hidden Charges
Important Stipulation: A ECS mandate bounce charge of INR 750 shall be automatically levied upon each debit rejection by the clearing house.,Penalty
Section 18.3: The Borrower shall inform the Bank in writing within 14 calendar days of any change in residential address or employment.,Other
Section 4.8: The maximum tenure permitted under this home finance agreement is 300 months subject to age retirement limits.,Loan Tenure
Important Stipulation: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 30.0% above regular interest rates.,Late Fee
"Special Covenant: Failure to submit annual income tax returns or financial statements within 90 days will result in a non-compliance penalty of Rs. 25,000.",Penalty
Borrower Undertaking: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
General Obligation: No foreclosure charges shall be applicable on floating-rate individual term loans as per Reserve Bank of India consumer guidelines.,Foreclosure
Periodic automated credit score reviews will be conducted by the bank to assess ongoing risk and exposure health.,Credit Score
"Terms and Conditions: The Borrower shall pay an upfront loan processing charge of INR 2,999 plus applicable Goods and Services Tax (GST).",Processing Fee
Section 40.8: All statutory levies and stamp duties payable on this agreement shall be deposited with the competent treasury authority.,Tax
Section 44.4: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 2.0% above regular interest rates.,Late Fee
"Terms and Conditions: Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
"Terms and Conditions: Prepayment shall only be accepted in multiples of Rs. 10,000 and will be adjusted first towards overdue charges and then principal.",Prepayment
Clause 5: A pre-closure penalty of 3.5% will be debited to the settlement statement if closed using third-party balance transfer funds.,Foreclosure
"Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
Mandatory Condition: The loan agreement must be stamped with appropriate ad-valorem stamp duty as prescribed by the respective State Stamp Act.,Documentation
"Clause 18: In the event of permanent disability or death of the borrower, insurance proceeds shall be applied directly to liquidate outstanding debt.",Insurance
Section 36.8: Differential interest rate of 8.25% shall be levied during the construction period until final disbursement.,Interest Rate
"Important Stipulation: The borrower covenants to pay 180 consecutive equated monthly installments of INR 22,500 without default.",EMI
Section 32.3: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
"General Obligation: The Borrower shall remit a monthly installment of Rs. 22,500 covering principal repayment and accrued monthly interest.",EMI
"The borrower covenants to pay 240 consecutive equated monthly installments of INR 8,250 without default.",EMI
"General Obligation: The agreed base lending rate is 16.50% per annum, payable in arrears at the conclusion of each calendar month.",Interest Rate
Clause 43: The provisions of this agreement are severable; invalidity of any clause shall not impair the validity of remaining clauses.,Other
"Special Covenant: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
Special Covenant: The borrower shall execute demand promissory notes and a deed of hypothecation in respect of all financed movable assets.,Documentation
The Lender reserves the sole right to revise the interest rate spread by up to 4.00% in the event of any credit rating downgrade.,Interest Rate
"Terms and Conditions: A mandatory group loan protection insurance premium of INR 15,000 shall be debited and added to the principal balance.",Insurance
"General Obligation: The Borrower confirms that the monthly EMI commitment of Rs. 68,200 does not exceed 50% of verified net monthly disposable income.",EMI
General Obligation: The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
Borrower Undertaking: The borrower shall pay foreclosure fees equivalent to 3.5% of the remaining unpaid principal at the date of payoff.,Foreclosure
Special Covenant: The maturity date of the loan facility shall fall exactly 30 years following the initial drawdown timestamp.,Loan Tenure
Special Covenant: The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
General Obligation: The borrower must be an Indian citizen aged between 21 and 60 years at the time of loan maturity to satisfy eligibility criteria.,Eligibility
"The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
"Section 8.8: An inspection and collateral re-valuation fee of Rs. 1,500 will be charged to the loan account every 3 years.",Hidden Charges
Important Stipulation: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
Special Covenant: Failure to renew mandatory collateral insurance shall entitle the Bank to purchase insurance on the borrower's behalf and debit the costs.,Insurance
Clause 36: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 18.0% above regular interest rates.,Late Fee
Terms and Conditions: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
"Special Covenant: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 1,000 plus 30.0% p.a. will be levied.",Late Fee
A ECS mandate bounce charge of INR 500 shall be automatically levied upon each debit rejection by the clearing house.,Penalty
General Obligation: The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
Important Stipulation: All statutory levies and stamp duties payable on this agreement shall be deposited with the competent treasury authority.,Tax
"Important Stipulation: The Borrower shall pay an upfront loan processing charge of INR 10,000 plus applicable Goods and Services Tax (GST).",Processing Fee
Borrower Undertaking: The loan agreement must be stamped with appropriate ad-valorem stamp duty as prescribed by the respective State Stamp Act.,Documentation
Mandatory Condition: Any default exceeding 30 days delinquency will be reported to credit bureaus and may severely impair the borrower's credit rating.,Credit Score
"Terms and Conditions: A moratorium on principal repayment of 48 months is granted, during which only monthly interest is payable.",Loan Tenure
Mandatory Condition: Any request for tenure extension beyond the contracted 48 months shall be subject to fresh credit underwriting.,Loan Tenure
General Obligation: The loan agreement must be stamped with appropriate ad-valorem stamp duty as prescribed by the respective State Stamp Act.,Documentation
"Special Covenant: The borrower covenants to pay 120 consecutive equated monthly installments of INR 8,250 without default.",EMI
"Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
"Clause 19: Each monthly EMI of Rs. 22,500 shall be deducted automatically via electronic standing instruction from the designated bank account.",EMI
General Obligation: The provisions of this agreement are severable; invalidity of any clause shall not impair the validity of remaining clauses.,Other
Clause 18: The Lender will issue an annual provisional and final interest certificate for the purpose of claiming income tax exemptions.,Tax
Borrower Undertaking: Foreclosure of fixed-rate loans within the initial 12 months shall incur an exit penalty of 3.0% plus applicable statutory taxes.,Foreclosure
"Terms and Conditions: Repayment shall be made by way of Equated Monthly Installments of INR 85,000 commencing from the month immediately following disbursement.",EMI
General Obligation: A foreclosure charge of 3.5% shall be levied on the outstanding principal balance if the loan is closed prematurely.,Foreclosure
"Upon receipt of part-prepayment, the lender will recalculate the amortization schedule and provide a revised repayment table.",Prepayment
"General Obligation: An annual administrative account maintenance charge of Rs. 3,500 shall be debited every year on the anniversary date.",Hidden Charges
Special Covenant: The loan shall be repaid over an amortization schedule spanning 3 years across 36 monthly installments.,Loan Tenure
Borrower Undertaking: The Lender reserves the sole right to revise the interest rate spread by up to 4.00% in the event of any credit rating downgrade.,Interest Rate
Special Covenant: Self-employed applicants must show audited financial accounts reflecting net profits for at least 3 consecutive assessment years.,Eligibility
Borrower Undertaking: The loan sanction is contingent upon securing adequate loan shield insurance covering the entire tenure of the credit facility.,Insurance
General Obligation: The current applicable rate of interest is 10.75% p.a. comprising the benchmark repo rate of 5.75% plus a credit spread of 2.25%.,Interest Rate
"Borrower Undertaking: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
Mandatory Condition: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
"Section 21.6: A one-time file handling and login processing charge of Rs. 2,999 must be paid along with the application form submission.",Processing Fee
Borrower Undertaking: A loan account reactivation fee of Rs. 500 will be applied if the loan account falls into inoperative dormant status.,Hidden Charges
Special Covenant: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
Mandatory Condition: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
Important Stipulation: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
Terms and Conditions: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 1.5% fee.,Prepayment
Borrower Undertaking: Any request for tenure extension beyond the contracted 60 months shall be subject to fresh credit underwriting.,Loan Tenure
Important Stipulation: Self-employed applicants must show audited financial accounts reflecting net profits for at least 2 consecutive assessment years.,Eligibility
"Clause 44: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 750 plus 3.0% p.a. will be levied.",Late Fee
Clause 16: The total fixed obligation to income ratio (FOIR) of the borrower including all existing debts must not exceed 45%.,Eligibility
Section 39.5: No foreclosure charges shall be applicable on floating-rate individual term loans as per Reserve Bank of India consumer guidelines.,Foreclosure
Mandatory Condition: Interest charges will accrue from the exact date of loan disbursement at the rate of 16.50% per annum.,Interest Rate
Important Stipulation: The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
Terms and Conditions: A loan evaluation and administrative processing fee amounting to 0.5% will be deducted directly from the initial disbursement.,Processing Fee
"Borrower Undertaking: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
Important Stipulation: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
Clause 45: Any dispute arising out of or in connection with this agreement shall be resolved through binding arbitration in Mumbai.,Other
Terms and Conditions: Any dispute arising out of or in connection with this agreement shall be resolved through binding arbitration in Mumbai.,Other
Mandatory Condition: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
"General Obligation: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
"Terms and Conditions: The agreed repayment period is 120 calendar months, concluding on the formal maturity date.",Loan Tenure
The Borrower shall pay simple interest at 10.25% during the initial moratorium period prior to principal amortization.,Interest Rate
Important Stipulation: A certified salary slip stamped by the employer along with Form 16 must be provided prior to final disbursement release.,Documentation
"Terms and Conditions: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
"Section 33.2: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
The Borrower's credit score must be at least 700 as reported by CIBIL or Experian at the time of formal underwriting.,Credit Score
General Obligation: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
"Section 29.6: A loan account reactivation fee of Rs. 1,500 will be applied if the loan account falls into inoperative dormant status.",Hidden Charges
Mandatory Condition: A document retrieval and duplicate statement issuance fee of Rs. 500 plus taxes shall apply to each physical service request.,Hidden Charges
"The equated monthly installment (EMI) payable by the Borrower is fixed at INR 4,500 due on the 28th of every calendar month.",EMI
Section 23.1: Tax deducted at source (TDS) if applicable must be deposited by the borrower and statutory TDS certificates submitted to the Lender.,Tax
"Important Stipulation: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
"Special Covenant: A one-time file handling and login processing charge of Rs. 10,000 must be paid along with the application form submission.",Processing Fee
"Borrower Undertaking: The processing fee of Rs. 6,000 covers comprehensive documentation verification, credit appraisal, and legal title scrutiny.",Processing Fee
Clause 18: The duration of this credit facility is strictly restricted to 25 years from the execution date of this loan deed.,Loan Tenure
"General Obligation: Repayment shall be made by way of Equated Monthly Installments of INR 35,000 commencing from the month immediately following disbursement.",EMI
Clause 3: Any request for tenure extension beyond the contracted 12 months shall be subject to fresh credit underwriting.,Loan Tenure
General Obligation: Self-employed applicants must show audited financial accounts reflecting net profits for at least 3 consecutive assessment years.,Eligibility
"Special Covenant: Loan eligibility is determined on the basis of verified cash flows, repayment capacity, and existing debt commitments.",Eligibility
"Clause 2: The processing fee of Rs. 10,000 covers comprehensive documentation verification, credit appraisal, and legal title scrutiny.",Processing Fee
Clause 16: The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
"Section 24.7: An inspection and collateral re-valuation fee of Rs. 1,200 will be charged to the loan account every 3 years.",Hidden Charges
"Terms and Conditions: Failure to submit annual income tax returns or financial statements within 90 days will result in a non-compliance penalty of Rs. 2,000.",Penalty
"Important Stipulation: Any enhancement in statutory stamp duty, GST, or government levies shall be borne entirely by the borrower without exception.",Tax
"In case of unauthorized utilization of loan proceeds for speculative purposes, the Bank may impose a punitive penalty of 30.0%.",Penalty
"General Obligation: All fees, charges, and statutory penalties mentioned herein are exclusive of Goods and Services Tax (GST) payable at 18.0%.",Tax
"General Obligation: Upon full foreclosure, the lender shall release original title deeds within 30 working days from settlement of all dues.",Foreclosure
"Clause 9: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
Clause 43: Any dispute arising out of or in connection with this agreement shall be resolved through binding arbitration in Mumbai.,Other
Important Stipulation: No foreclosure charges shall be applicable on floating-rate individual term loans as per Reserve Bank of India consumer guidelines.,Foreclosure
Borrower Undertaking: The provisions of this agreement are severable; invalidity of any clause shall not impair the validity of remaining clauses.,Other
Clause 16: The borrower may prepay up to 25% of principal annually; prepayments exceeding this threshold shall attract a 3.0% fee.,Prepayment
Important Stipulation: A loan evaluation and administrative processing fee amounting to 0.5% will be deducted directly from the initial disbursement.,Processing Fee
Mandatory Condition: A reduction in the borrower's credit score below 725 grants the Lender the right to demand additional collateral security.,Credit Score
"Borrower Undertaking: Failure to submit annual income tax returns or financial statements within 90 days will result in a non-compliance penalty of Rs. 10,000.",Penalty
Section 6.2: Self-employed applicants must show audited financial accounts reflecting net profits for at least 4 consecutive assessment years.,Eligibility
General Obligation: Overdue monthly balances shall attract late payment charges at the rate of 30.0% per month until the default is fully cured.,Late Fee
Clause 45: The Borrower shall obtain and maintain a comprehensive credit life and disability insurance policy covering 100% of the loan value.,Insurance
Special Covenant: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
Mandatory Condition: Delayed payment of interest or principal beyond 3 days grace period will incur an overdue penal charge of 30.0% compounded monthly.,Late Fee
"Borrower Undertaking: The Borrower shall remit a monthly installment of Rs. 55,000 covering principal repayment and accrued monthly interest.",EMI
Clause 44: Individual borrowers servicing floating interest rate advances may make prepayments without any prepayment penalty or lock-in fee.,Prepayment
"Borrower Undertaking: The borrower shall indemnify the Bank for all recovery agency costs, legal counsel fees, and litigation expenses incurred.",Penalty
"Special Covenant: A mandatory group loan protection insurance premium of INR 24,500 shall be debited and added to the principal balance.",Insurance
Mandatory Condition: The provisions of this agreement are severable; invalidity of any clause shall not impair the validity of remaining clauses.,Other
Terms and Conditions: Early closure and foreclosure of this commercial loan facility will attract a foreclosure compensation levy of 4.0%.,Foreclosure
"Section 42.6: The equated monthly installment (EMI) payable by the Borrower is fixed at INR 8,250 due on the 28th of every calendar month.",EMI
Terms and Conditions: The Borrower shall obtain and maintain a comprehensive credit life and disability insurance policy covering 100% of the loan value.,Insurance
Terms and Conditions: A late collection fee of INR 750 shall apply per overdue installment in addition to penal interest at 24.0% p.a.,Late Fee
"Borrower Undertaking: The Borrower shall submit certified copies of PAN Card, Aadhaar Card, utility bills, and 6 months bank account statements.",Documentation
Terms and Conditions: Any partial prepayment made within the lock-in period of 18 months shall attract a prepayment fee of 1.5%.,Prepayment
"A document retrieval and duplicate statement issuance fee of Rs. 1,500 plus taxes shall apply to each physical service request.",Hidden Charges
General Obligation: Any default exceeding 30 days delinquency will be reported to credit bureaus and may severely impair the borrower's credit rating.,Credit Score
"Important Stipulation: A one-time file handling and login processing charge of Rs. 4,500 must be paid along with the application form submission.",Processing Fee
Terms and Conditions: The courts having jurisdiction over the branch where the loan was sanctioned shall have exclusive legal jurisdiction.,Other
Borrower Undertaking: The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
"The Borrower shall pay an upfront loan processing charge of INR 10,000 plus applicable Goods and Services Tax (GST).",Processing Fee
Section 25.8: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
"Section 25.7: The borrower covenants to pay 36 consecutive equated monthly installments of INR 4,500 without default.",EMI
"Important Stipulation: Prepayment shall only be accepted in multiples of Rs. 50,000 and will be adjusted first towards overdue charges and then principal.",Prepayment
Clause 3: Persistent payment delay exceeding 30 calendar days shall attract default penal interest of 24.0% above regular interest rates.,Late Fee
A physical ECS/NACH mandate registration swap fee of Rs. 150 shall be charged for changing the repayment bank account.,Hidden Charges
"Section 12.3: Legal verification fee of INR 3,500 and technical valuation fees of INR 3,500 shall be recovered separately.",Hidden Charges
"Section 24.9: The processing fee of Rs. 2,999 covers comprehensive documentation verification, credit appraisal, and legal title scrutiny.",Processing Fee
"Legal verification fee of INR 2,500 and technical valuation fees of INR 2,500 shall be recovered separately.",Hidden Charges
Special Covenant: The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
Section 9.8: No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
"Mandatory Condition: This loan agreement shall be governed by, and construed in all respects in accordance with, the laws of the Republic of India.",Other
Special Covenant: The maximum tenure permitted under this home finance agreement is 360 months subject to age retirement limits.,Loan Tenure
Terms and Conditions: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
"Important Stipulation: Repayment shall be made by way of Equated Monthly Installments of INR 22,500 commencing from the month immediately following disbursement.",EMI
"Important Stipulation: Upon receipt of part-prepayment, the lender will recalculate the amortization schedule and provide a revised repayment table.",Prepayment
The Borrower must provide a minimum 15 days written notice requesting full loan foreclosure and payoff quotation calculation.,Foreclosure
"General Obligation: The calculated EMI for this personal credit facility is fixed at Rs. 68,200 payable on the 10th of every repayment cycle.",EMI
"Section 9.2: Monthly EMI payments of INR 4,500 must be serviced through an active National Automated Clearing House (NACH) mandate.",EMI
"Clause 2: In case of default in payment of any monthly installment on the due date, a late payment fee of Rs. 500 plus 36.0% p.a. will be levied.",Late Fee
Mandatory Condition: The Borrower may claim tax deductions on principal repayments under Section 80C and interest payments under Section 24(b) of the IT Act.,Tax
A loan account reactivation fee of Rs. 750 will be applied if the loan account falls into inoperative dormant status.,Hidden Charges
Clause 32: The Borrower agrees that notices served by electronic mail to the registered email address shall constitute valid legal service.,Other
General Obligation: No waiver by the Bank of any default by the Borrower shall operate as a waiver of any subsequent breach or default.,Other
"Special Covenant: Upon receipt of part-prepayment, the lender will recalculate the amortization schedule and provide a revised repayment table.",Prepayment
Terms and Conditions: The Borrower shall execute an irrevocable power of attorney in favor of the Bank authorizing enforcement upon default.,Documentation
"Terms and Conditions: Repayment shall be made by way of Equated Monthly Installments of INR 8,250 commencing from the month immediately following disbursement.",EMI
Important Stipulation: A CIBIL credit report pull fee of Rs. 250 will be deducted from the customer's savings account during annual monitoring.,Hidden Charges
Terms and Conditions: The duration of this credit facility is strictly restricted to 10 years from the execution date of this loan deed.,Loan Tenure
Important Stipulation: Original registered title deeds of the mortgaged property must be deposited with the Bank to create an equitable mortgage.,Documentation
Important Stipulation: The borrower explicitly authorizes the lender to obtain comprehensive credit bureau reports throughout the currency of the loan.,Credit Score
"Terms and Conditions: In case of a floating rate loan, the rate of interest shall be reset on an annual basis in accordance with prevailing market benchmarks.",Interest Rate
"Upon receipt of part-prepayment, the lender will recalculate the amortization schedule and provide a revised repayment table.",Prepayment
Clause 37: The Lender will issue an annual provisional and final interest certificate for the purpose of claiming income tax exemptions.,Tax
